Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT4,NO,04/01/2020 06:00,3.10000,ppb,P
CT4,NO,04/01/2020 06:15,1.60000,ppb,P
CT4,NO,04/01/2020 06:30,1.90000,ppb,P
CT4,NO,04/01/2020 06:45,3.60000,ppb,P
CT4,NO,04/01/2020 07:00,3.90000,ppb,P
CT4,NO,04/01/2020 07:15,13.80000,ppb,P
CT4,NO,04/01/2020 07:30,10.40000,ppb,P
CT4,NO,04/01/2020 07:45,5.90000,ppb,P
CT4,NO,04/01/2020 08:00,6.70000,ppb,P
CT4,NO,04/01/2020 08:15,8.60000,ppb,P
CT4,NO,04/01/2020 08:30,9.30000,ppb,P
CT4,NO,04/01/2020 08:45,8.40000,ppb,P
CT4,NO,04/01/2020 09:00,13.80000,ppb,P
CT4,NO,04/01/2020 09:15,15.90000,ppb,P
CT4,NO,04/01/2020 09:30,16.20000,ppb,P
CT4,NO,04/01/2020 09:45,10.40000,ppb,P
CT4,NO,04/01/2020 10:00,10.00000,ppb,P
CT4,NO,04/01/2020 10:15,11.70000,ppb,P
CT4,NO,04/01/2020 10:30,24.20000,ppb,P
CT4,NO,04/01/2020 10:45,21.50000,ppb,P
CT4,NO,04/01/2020 11:00,22.60000,ppb,P
CT4,NO,04/01/2020 11:15,20.60000,ppb,P
CT4,NO,04/01/2020 11:30,22.20000,ppb,P
CT4,NO,04/01/2020 11:45,17.20000,ppb,P
CT4,NO,04/01/2020 12:00,18.30000,ppb,P
CT4,NO,04/01/2020 12:15,12.70000,ppb,P
CT4,NO,04/01/2020 12:30,21.40000,ppb,P
CT4,NO,04/01/2020 12:45,27.40000,ppb,P
CT4,NO,04/01/2020 13:00,36.90000,ppb,P
CT4,NO,04/01/2020 13:15,12.00000,ppb,P
CT4,NO,04/01/2020 13:30,25.80000,ppb,P
CT4,NO,04/01/2020 13:45,17.30000,ppb,P
CT4,NO,04/01/2020 14:00,23.40000,ppb,P
CT4,NO,04/01/2020 14:15,25.10000,ppb,P
CT4,NO,04/01/2020 14:30,15.90000,ppb,P
